법정동,행정기관코드,법정동코드
서울특별시,1100000000,1100000000
종로구,1111000000,1111000000
청운동,1111051500,1111010100
신교동,1111051500,1111010200
궁정동,1111051500,1111010300
효자동,1111051500,1111010400
창성동,1111051500,1111010500
통인동,1111051500,1111010800
누상동,1111051500,1111010900
누하동,1111051500,1111011000
옥인동,1111051500,1111011100
세종로,1111051500,1111011900
통의동,1111053000,1111010600
적선동,1111053000,1111010700
체부동,1111053000,1111011200
필운동,1111053000,1111011300
내자동,1111053000,1111011400
사직동,1111053000,1111011500
도렴동,1111053000,1111011600
당주동,1111053000,1111011700
내수동,1111053000,1111011800
세종로,1111053000,1111011900
신문로1가,1111053000,1111012000
신문로2가,1111053000,1111012100
팔판동,1111054000,1111013900
삼청동,1111054000,1111014000
안국동,1111054000,1111014100
소격동,1111054000,1111014200
화동,1111054000,1111014300
사간동,1111054000,1111014400
송현동,1111054000,1111014500
부암동,1111055000,1111018400
홍지동,1111055000,1111018500
신영동,1111055000,1111018600
구기동,1111056000,1111018200
평창동,1111056000,1111018300
무악동,1111057000,1111018700
교남동,1111058000,1111017600
평동,1111058000,1111017700
송월동,1111058000,1111017800
홍파동,1111058000,1111017900
교북동,1111058000,1111018000
행촌동,1111058000,1111018100
가회동,1111060000,1111014600
재동,1111060000,1111014700
계동,1111060000,1111014800
원서동,1111060000,1111014900
세종로,1111061500,1111011900
청진동,1111061500,1111012200
서린동,1111061500,1111012300
수송동,1111061500,1111012400
중학동,1111061500,1111012500
종로1가,1111061500,1111012600
공평동,1111061500,1111012700
관훈동,1111061500,1111012800
견지동,1111061500,1111012900
와룡동,1111061500,1111013000
권농동,1111061500,1111013100
운니동,1111061500,1111013200
익선동,1111061500,1111013300
경운동,1111061500,1111013400
관철동,1111061500,1111013500
인사동,1111061500,1111013600
낙원동,1111061500,1111013700
종로2가,1111061500,1111013800
훈정동,1111061500,1111015000
묘동,1111061500,1111015100
봉익동,1111061500,1111015200
돈의동,1111061500,1111015300
장사동,1111061500,1111015400
관수동,1111061500,1111015500
종로3가,1111061500,1111015600
인의동,1111061500,1111015700
예지동,1111061500,1111015800
원남동,1111061500,1111015900
종로4가,1111061500,1111016100
연지동,1111063000,1111016000
효제동,1111063000,1111016200
종로5가,1111063000,1111016300
종로6가,1111063000,1111016400
충신동,1111063000,1111016700
이화동,1111064000,1111016500
연건동,1111064000,1111016600
동숭동,1111064000,1111016800
와룡동,1111065000,1111013000
혜화동,1111065000,1111016900
명륜1가,1111065000,1111017000
명륜2가,1111065000,1111017100
명륜4가,1111065000,1111017200
명륜3가,1111065000,1111017300
창신동,1111067000,1111017400
창신동,1111068000,1111017400
창신동,1111069000,1111017400
숭인동,1111070000,1111017500
숭인동,1111071000,1111017500
중구,1114000000,1114000000
소공동,1114052000,1114011100
북창동,1114052000,1114011300
태평로2가,1114052000,1114011400
남대문로2가,1114052000,1114011500
남대문로3가,1114052000,1114011600
남대문로4가,1114052000,1114011700
봉래동1가,1114052000,1114011900
서소문동,1114052000,1114016600
정동,1114052000,1114016700
순화동,1114052000,1114016800
의주로1가,1114052000,1114016900
충정로1가,1114052000,1114017000
남창동,1114054000,1114011200
남대문로3가,1114054000,1114011600
남대문로4가,1114054000,1114011700
남대문로5가,1114054000,1114011800
봉래동1가,1114054000,1114011900
봉래동2가,1114054000,1114012000
회현동1가,1114054000,1114012100
회현동2가,1114054000,1114012200
충무로1가,1114054000,1114012400
순화동,1114054000,1114016800
무교동,1114055000,1114010100
다동,1114055000,1114010200
태평로1가,1114055000,1114010300
을지로1가,1114055000,1114010400
을지로2가,1114055000,1114010500
남대문로1가,1114055000,1114010600
삼각동,1114055000,1114010700
수하동,1114055000,1114010800
장교동,1114055000,1114010900
수표동,1114055000,1114011000
남대문로2가,1114055000,1114011500
회현동1가,1114055000,1114012100
회현동2가,1114055000,1114012200
회현동3가,1114055000,1114012300
충무로1가,1114055000,1114012400
충무로2가,1114055000,1114012500
명동1가,1114055000,1114012600
명동2가,1114055000,1114012700
남산동1가,1114055000,1114012800
남산동2가,1114055000,1114012900
남산동3가,1114055000,1114013000
저동1가,1114055000,1114013100
예장동,1114055000,1114014200
충무로4가,1114057000,1114013200
충무로5가,1114057000,1114013300
묵정동,1114057000,1114013600
필동1가,1114057000,1114013700
필동2가,1114057000,1114013800
필동3가,1114057000,1114013900
남학동,1114057000,1114014000
주자동,1114057000,1114014100
예장동,1114057000,1114014200
장충동2가,1114057000,1114014400
충무로3가,1114057000,1114015800
묵정동,1114058000,1114013600
장충동1가,1114058000,1114014300
장충동2가,1114058000,1114014400
충무로4가,1114059000,1114013200
충무로5가,1114059000,1114013300
인현동2가,1114059000,1114013400
예관동,1114059000,1114013500
광희동1가,1114059000,1114014500
광희동2가,1114059000,1114014600
쌍림동,1114059000,1114014700
을지로6가,1114059000,1114014800
을지로7가,1114059000,1114014900
오장동,1114059000,1114015400
을지로4가,1114060500,1114015000
을지로5가,1114060500,1114015100
주교동,1114060500,1114015200
방산동,1114060500,1114015300
을지로3가,1114060500,1114015500
입정동,1114060500,1114015600
산림동,1114060500,1114015700
초동,1114060500,1114015900
인현동1가,1114060500,1114016000
저동2가,1114060500,1114016100
신당동,1114061500,1114016200
흥인동,1114061500,1114016300
무학동,1114061500,1114016400
신당동,1114062500,1114016200
신당동,1114063500,1114016200
신당동,1114064500,1114016200
신당동,1114065000,1114016200
신당동,1114066500,1114016200
황학동,1114067000,1114016500
중림동,1114068000,1114017100
의주로2가,1114068000,1114017200
만리동1가,1114068000,1114017300
만리동2가,1114068000,1114017400
용산구,1117000000,1117000000
후암동,1117051000,1117010100
용산동2가,1117052000,1117010200
용산동4가,1117052000,1117010300
갈월동,1117053000,1117010400
남영동,1117053000,1117010500
용산동1가,1117053000,1117010600
동자동,1117053000,1117010700
서계동,1117055500,1117010800
청파동1가,1117055500,1117010900
청파동2가,1117055500,1117011000
청파동3가,1117055500,1117011100
원효로1가,1117056000,1117011200
원효로2가,1117056000,1117011300
문배동,1117056000,1117012200
신계동,1117056000,1117012300
신창동,1117057000,1117011400
산천동,1117057000,1117011500
청암동,1117057000,1117011600
원효로3가,1117057000,1117011700
원효로4가,1117057000,1117011800
효창동,1117058000,1117011900
도원동,1117059000,1117012000
용문동,1117059000,1117012100
한강로1가,1117062500,1117012400
한강로2가,1117062500,1117012500
용산동3가,1117062500,1117012600
용산동5가,1117062500,1117012700
한강로3가,1117062500,1117012800
이촌동,1117063000,1117012900
이촌동,1117064000,1117012900
이태원동,1117065000,1117013000
이태원동,1117066000,1117013000
한남동,1117068500,1117013100
동빙고동,1117069000,1117013200
서빙고동,1117069000,1117013300
주성동,1117069000,1117013400
용산동6가,1117069000,1117013500
보광동,1117070000,1117013600
성동구,1120000000,1120000000
하왕십리동,1120052000,1120010200
상왕십리동,1120053500,1120010100
하왕십리동,1120053500,1120010200
홍익동,1120053500,1120010300
도선동,1120053500,1120010400
마장동,1120054000,1120010500
사근동,1120055000,1120010600
행당동,1120055000,1120010700
행당동,1120056000,1120010700
행당동,1120057000,1120010700
응봉동,1120058000,1120010800
금호동1가,1120059000,1120010900
금호동2가,1120061500,1120011000
금호동3가,1120061500,1120011100
금호동4가,1120062000,1120011200
옥수동,1120064500,1120011300
성수동1가,1120065000,1120011400
성수동1가,1120066000,1120011400
성수동2가,1120067000,1120011500
성수동2가,1120069000,1120011500
송정동,1120072000,1120011800
송정동,1120079000,1120011800
용답동,1120079000,1120012200
광진구,1121500000,1121500000
화양동,1121571000,1121510700
군자동,1121573000,1121510900
중곡동,1121574000,1121510100
중곡동,1121575000,1121510100
중곡동,1121576000,1121510100
중곡동,1121577000,1121510100
능동,1121578000,1121510200
광장동,1121581000,1121510400
자양동,1121582000,1121510500
자양동,1121583000,1121510500
자양동,1121584000,1121510500
자양동,1121584700,1121510500
구의동,1121585000,1121510300
구의동,1121586000,1121510300
구의동,1121587000,1121510300
동대문구,1123000000,1123000000
신설동,1123053600,1123010100
용두동,1123053600,1123010200
제기동,1123054500,1123010300
전농동,1123056000,1123010400
전농동,1123057000,1123010400
답십리동,1123060000,1123010500
답십리동,1123061000,1123010500
장안동,1123065000,1123010600
장안동,1123066000,1123010600
청량리동,1123070500,1123010700
회기동,1123071000,1123010800
휘경동,1123072000,1123010900
휘경동,1123073000,1123010900
이문동,1123074000,1123011000
이문동,1123075000,1123011000
중랑구,1126000000,1126000000
면목동,1126052000,1126010100
면목동,1126054000,1126010100
면목동,1126055000,1126010100
면목동,1126056500,1126010100
면목동,1126057000,1126010100
면목동,1126057500,1126010100
상봉동,1126058000,1126010200
상봉동,1126059000,1126010200
중화동,1126060000,1126010300
중화동,1126061000,1126010300
묵동,1126062000,1126010400
묵동,1126063000,1126010400
망우동,1126065500,1126010500
망우동,1126066000,1126010500
신내동,1126068000,1126010600
신내동,1126069000,1126010600
성북구,1129000000,1129000000
성북동,1129052500,1129010100
성북동1가,1129052500,1129010200
동소문동1가,1129052500,1129010400
동소문동4가,1129052500,1129010700
돈암동,1129055500,1129010300
동소문동2가,1129055500,1129010500
동소문동3가,1129055500,1129010600
동소문동5가,1129055500,1129010800
삼선동1가,1129055500,1129011100
삼선동2가,1129055500,1129011200
삼선동3가,1129055500,1129011300
삼선동4가,1129055500,1129011400
삼선동5가,1129055500,1129011500
돈암동,1129057500,1129010300
동소문동6가,1129057500,1129010900
동소문동7가,1129057500,1129011000
동선동1가,1129057500,1129011600
동선동2가,1129057500,1129011700
동선동3가,1129057500,1129011800
동선동4가,1129057500,1129011900
동선동5가,1129057500,1129012000
돈암동,1129058000,1129010300
돈암동,1129059000,1129010300
안암동1가,1129060000,1129012100
안암동2가,1129060000,1129012200
안암동3가,1129060000,1129012300
안암동4가,1129060000,1129012400
안암동5가,1129060000,1129012500
보문동4가,1129061000,1129012600
보문동5가,1129061000,1129012700
보문동6가,1129061000,1129012800
보문동7가,1129061000,1129012900
보문동1가,1129061000,1129013000
보문동2가,1129061000,1129013100
보문동3가,1129061000,1129013200
돈암동,1129062000,1129010300
정릉동,1129062000,1129013300
길음동,1129062000,1129013400
돈암동,1129063000,1129010300
정릉동,1129063000,1129013300
정릉동,1129064000,1129013300
정릉동,1129065000,1129013300
길음동,1129066000,1129013400
길음동,1129068500,1129013400
하월곡동,1129068500,1129013600
종암동,1129070500,1129013500
하월곡동,1129071500,1129013600
하월곡동,1129072500,1129013600
상월곡동,1129072500,1129013700
장위동,1129076000,1129013800
장위동,1129077000,1129013800
장위동,1129078000,1129013800
석관동,1129081000,1129013900
강북구,1130500000,1130500000
미아동,1130553400,1130510100
미아동,1130553500,1130510100
미아동,1130554500,1130510100
미아동,1130555500,1130510100
미아동,1130557500,1130510100
번동,1130559500,1130510200
번동,1130560300,1130510200
번동,1130560800,1130510200
수유동,1130561500,1130510300
수유동,1130562500,1130510300
수유동,1130563500,1130510300
수유동,1130564500,1130510300
우이동,1130564500,1130510400
수유동,1130566000,1130510300
도봉구,1132000000,1132000000
창동,1132051100,1132010700
창동,1132051200,1132010700
창동,1132051300,1132010700
창동,1132051400,1132010700
창동,1132051500,1132010700
도봉동,1132052100,1132010800
도봉동,1132052200,1132010800
쌍문동,1132066000,1132010500
쌍문동,1132067000,1132010500
쌍문동,1132068000,1132010500
쌍문동,1132068100,1132010500
방학동,1132069000,1132010600
방학동,1132070000,1132010600
방학동,1132071000,1132010600
노원구,1135000000,1135000000
월계동,1135056000,1135010200
월계동,1135057000,1135010200
월계동,1135058000,1135010200
공릉동,1135059500,1135010300
공릉동,1135060000,1135010300
하계동,1135061100,1135010400
하계동,1135061200,1135010400
중계동,1135061900,1135010600
중계동,1135062100,1135010600
중계동,1135062400,1135010600
중계동,1135062500,1135010600
상계동,1135063000,1135010500
상계동,1135064000,1135010500
상계동,1135066500,1135010500
상계동,1135067000,1135010500
상계동,1135069500,1135010500
상계동,1135070000,1135010500
상계동,1135071000,1135010500
상계동,1135072000,1135010500
은평구,1138000000,1138000000
녹번동,1138051000,1138010200
불광동,1138052000,1138010300
불광동,1138053000,1138010300
갈현동,1138055100,1138010400
갈현동,1138055200,1138010400
구산동,1138056000,1138010500
대조동,1138057000,1138010600
응암동,1138058000,1138010700
응암동,1138059000,1138010700
응암동,1138060000,1138010700
역촌동,1138062500,1138010800
신사동,1138063100,1138010900
신사동,1138063200,1138010900
증산동,1138064000,1138011000
수색동,1138065000,1138010100
진관동,1138069000,1138011400
서대문구,1141000000,1141000000
냉천동,1141052000,1141010500
천연동,1141052000,1141010600
옥천동,1141052000,1141010700
영천동,1141052000,1141010800
현저동,1141052000,1141010900
북아현동,1141055500,1141011000
충정로2가,1141056500,1141010100
충정로3가,1141056500,1141010200
합동,1141056500,1141010300
미근동,1141056500,1141010400
북아현동,1141056500,1141011000
대현동,1141058500,1141011200
대신동,1141058500,1141011300
신촌동,1141058500,1141011400
봉원동,1141058500,1141011500
창천동,1141058500,1141011600
연희동,1141061500,1141011700
홍제동,1141062000,1141011100
홍제동,1141064000,1141011100
홍제동,1141065500,1141011100
홍은동,1141066000,1141011800
홍은동,1141068500,1141011800
남가좌동,1141069000,1141012000
남가좌동,1141070000,1141012000
북가좌동,1141071000,1141011900
북가좌동,1141072000,1141011900
마포구,1144000000,1144000000
아현동,1144055500,1144010100
공덕동,1144055500,1144010200
염리동,1144055500,1144010900
아현동,1144056500,1144010100
공덕동,1144056500,1144010200
신공덕동,1144056500,1144010300
도화동,1144056500,1144010400
도화동,1144058500,1144010400
마포동,1144058500,1144010700
도화동,1144059000,1144010400
용강동,1144059000,1144010500
토정동,1144059000,1144010600
마포동,1144059000,1144010700
대흥동,1144059000,1144010800
염리동,1144059000,1144010900
대흥동,1144060000,1144010800
노고산동,1144060000,1144011000
신수동,1144060000,1144011100
공덕동,1144061000,1144010200
염리동,1144061000,1144010900
대흥동,1144063000,1144010800
신수동,1144063000,1144011100
현석동,1144063000,1144011200
구수동,1144063000,1144011300
신정동,1144063000,1144011700
창전동,1144065500,1144011400
상수동,1144065500,1144011500
하중동,1144065500,1144011600
신정동,1144065500,1144011700
당인동,1144065500,1144011800
노고산동,1144066000,1144011000
서교동,1144066000,1144012000
동교동,1144066000,1144012100
합정동,1144068000,1144012200
망원동,1144069000,1144012300
망원동,1144070000,1144012300
연남동,1144071000,1144012400
성산동,1144072000,1144012500
성산동,1144073000,1144012500
중동,1144073000,1144012600
상암동,1144074000,1144012700
양천구,1147000000,1147000000
목동,1147051000,1147010200
목동,1147052000,1147010200
목동,1147053000,1147010200
목동,1147054000,1147010200
목동,1147055000,1147010200
신월동,1147056000,1147010300
신월동,1147057000,1147010300
신월동,1147058000,1147010300
신월동,1147059000,1147010300
신월동,1147060000,1147010300
신월동,1147061000,1147010300
신월동,1147061100,1147010300
신정동,1147062000,1147010100
신정동,1147063000,1147010100
신정동,1147064000,1147010100
신정동,1147065000,1147010100
신정동,1147067000,1147010100
신정동,1147068000,1147010100
강서구,1150000000,1150000000
염창동,1150051000,1150010100
가양동,1150051000,1150010400
등촌동,1150052000,1150010200
등촌동,1150053000,1150010200
등촌동,1150053500,1150010200
화곡동,1150054000,1150010300
화곡동,1150055000,1150010300
화곡동,1150056000,1150010300
화곡동,1150057000,1150010300
화곡동,1150059000,1150010300
화곡동,1150059100,1150010300
화곡동,1150059300,1150010300
가양동,1150060300,1150010400
마곡동,1150060300,1150010500
가양동,1150060400,1150010400
가양동,1150060500,1150010400
마곡동,1150061100,1150010500
내발산동,1150061100,1150010600
외발산동,1150061100,1150010700
화곡동,1150061500,1150010300
내발산동,1150061500,1150010600
마곡동,1150062000,1150010500
공항동,1150062000,1150010800
방화동,1150062000,1150010900
과해동,1150062000,1150011100
오곡동,1150062000,1150011200
오쇠동,1150062000,1150011300
마곡동,1150063000,1150010500
공항동,1150063000,1150010800
방화동,1150063000,1150010900
방화동,1150064000,1150010900
개화동,1150064000,1150011000
방화동,1150064100,1150010900
구로구,1153000000,1153000000
신도림동,1153051000,1153010100
구로동,1153052000,1153010200
구로동,1153053000,1153010200
구로동,1153054000,1153010200
구로동,1153055000,1153010200
구로동,1153056000,1153010200
가리봉동,1153059500,1153010300
고척동,1153072000,1153010600
고척동,1153073000,1153010600
개봉동,1153074000,1153010700
개봉동,1153075000,1153010700
개봉동,1153076000,1153010700
오류동,1153077000,1153010800
오류동,1153078000,1153010800
천왕동,1153078000,1153011100
궁동,1153079000,1153010900
온수동,1153079000,1153011000
항동,1153080000,1153011200
금천구,1154500000,1154500000
가산동,1154551000,1154510100
독산동,1154561000,1154510200
독산동,1154562000,1154510200
독산동,1154563000,1154510200
독산동,1154564000,1154510200
시흥동,1154567000,1154510300
시흥동,1154568000,1154510300
시흥동,1154569000,1154510300
시흥동,1154570000,1154510300
시흥동,1154571000,1154510300
영등포구,1156000000,1156000000
영등포동,1156051500,1156010100
신길동,1156051500,1156013200
영등포동,1156053500,1156010100
영등포동1가,1156053500,1156010200
영등포동2가,1156053500,1156010300
영등포동3가,1156053500,1156010400
영등포동4가,1156053500,1156010500
영등포동5가,1156053500,1156010600
영등포동6가,1156053500,1156010700
영등포동7가,1156053500,1156010800
영등포동8가,1156053500,1156010900
여의도동,1156054000,1156011000
당산동1가,1156055000,1156011100
당산동2가,1156055000,1156011200
당산동3가,1156055000,1156011300
당산동4가,1156056000,1156011400
당산동5가,1156056000,1156011500
당산동6가,1156056000,1156011600
당산동,1156056000,1156011700
도림동,1156058500,1156011800
문래동1가,1156060500,1156011900
문래동2가,1156060500,1156012000
문래동3가,1156060500,1156012100
문래동4가,1156060500,1156012200
문래동5가,1156060500,1156012300
문래동6가,1156060500,1156012400
양평동1가,1156061000,1156012500
양평동2가,1156061000,1156012600
양평동3가,1156061000,1156012700
양평동3가,1156062000,1156012700
양평동4가,1156062000,1156012800
양평동5가,1156062000,1156012900
양평동6가,1156062000,1156013000
양화동,1156062000,1156013100
양평동,1156062000,1156013400
신길동,1156063000,1156013200
신길동,1156065000,1156013200
신길동,1156066000,1156013200
신길동,1156067000,1156013200
대림동,1156067000,1156013300
신길동,1156068000,1156013200
신길동,1156069000,1156013200
대림동,1156070000,1156013300
대림동,1156071000,1156013300
대림동,1156072000,1156013300
동작구,1159000000,1159000000
노량진동,1159051000,1159010100
본동,1159051000,1159010400
노량진동,1159052000,1159010100
상도동,1159053000,1159010200
상도1동,1159053000,1159010300
상도동,1159054000,1159010200
상도동,1159055000,1159010200
상도동,1159056000,1159010200
흑석동,1159060500,1159010500
사당동,1159062000,1159010700
동작동,1159063000,1159010600
사당동,1159063000,1159010700
사당동,1159064000,1159010700
사당동,1159065000,1159010700
사당동,1159065100,1159010700
대방동,1159066000,1159010800
신대방동,1159067000,1159010900
신대방동,1159068000,1159010900
관악구,1162000000,1162000000
봉천동,1162052500,1162010100
봉천동,1162054500,1162010100
봉천동,1162056500,1162010100
봉천동,1162057500,1162010100
봉천동,1162058500,1162010100
봉천동,1162059500,1162010100
봉천동,1162060500,1162010100
봉천동,1162061500,1162010100
봉천동,1162062500,1162010100
남현동,1162063000,1162010300
신림동,1162064500,1162010200
신림동,1162065500,1162010200
신림동,1162066500,1162010200
신림동,1162068500,1162010200
신림동,1162069500,1162010200
신림동,1162071500,1162010200
신림동,1162072500,1162010200
신림동,1162073500,1162010200
신림동,1162074500,1162010200
신림동,1162076500,1162010200
신림동,1162077500,1162010200
서초구,1165000000,1165000000
서초동,1165051000,1165010800
서초동,1165052000,1165010800
방배동,1165053000,1165010100
서초동,1165053000,1165010800
서초동,1165053100,1165010800
잠원동,1165054000,1165010600
반포동,1165055000,1165010700
반포동,1165056000,1165010700
반포동,1165057000,1165010700
잠원동,1165058000,1165010600
반포동,1165058100,1165010700
방배동,1165059000,1165010100
방배동,1165060000,1165010100
방배동,1165061000,1165010100
방배동,1165062000,1165010100
방배동,1165062100,1165010100
양재동,1165065100,1165010200
우면동,1165065100,1165010300
양재동,1165065200,1165010200
원지동,1165065200,1165010400
내곡동,1165066000,1165010900
염곡동,1165066000,1165011000
신원동,1165066000,1165011100
강남구,1168000000,1168000000
신사동,1168051000,1168010700
압구정동,1168051000,1168011000
논현동,1168052100,1168010800
논현동,1168053100,1168010800
신사동,1168054500,1168010700
압구정동,1168054500,1168011000
청담동,1168056500,1168010400
삼성동,1168058000,1168010500
삼성동,1168059000,1168010500
대치동,1168060000,1168010600
대치동,1168061000,1168010600
대치동,1168063000,1168010600
역삼동,1168064000,1168010100
역삼동,1168065000,1168010100
도곡동,1168065500,1168011800
도곡동,1168065600,1168011800
개포동,1168066000,1168010300
개포동,1168067000,1168010300
일원동,1168067000,1168011400
개포동,1168067500,1168010300
대치동,1168067500,1168010600
일원동,1168067500,1168011400
개포동,1168069000,1168010300
세곡동,1168070000,1168011100
자곡동,1168070000,1168011200
율현동,1168070000,1168011300
일원동,1168072000,1168011400
수서동,1168072000,1168011500
일원동,1168073000,1168011400
수서동,1168073000,1168011500
수서동,1168075000,1168011500
송파구,1171000000,1171000000
풍납동,1171051000,1171010300
풍납동,1171052000,1171010300
거여동,1171053100,1171011300
거여동,1171053200,1171011300
마천동,1171054000,1171011400
마천동,1171055000,1171011400
방이동,1171056100,1171011100
방이동,1171056200,1171011100
방이동,1171056600,1171011100
오금동,1171057000,1171011200
송파동,1171058000,1171010400
송파동,1171059000,1171010400
석촌동,1171060000,1171010500
삼전동,1171061000,1171010600
가락동,1171062000,1171010700
가락동,1171063100,1171010700
가락동,1171063200,1171010700
문정동,1171064100,1171010800
문정동,1171064200,1171010800
장지동,1171064200,1171010900
문정동,1171064600,1171010800
장지동,1171064600,1171010900
장지동,1171064700,1171010900
거여동,1171064700,1171011300
잠실동,1171065000,1171010100
잠실동,1171067000,1171010100
잠실동,1171068000,1171010100
신천동,1171069000,1171010200
신천동,1171071000,1171010200
잠실동,1171072000,1171010100
강동구,1174000000,1174000000
강일동,1174051500,1174011000
상일동,1174052500,1174010300
상일동,1174052600,1174010300
명일동,1174053000,1174010100
명일동,1174054000,1174010100
고덕동,1174055000,1174010200
고덕동,1174056000,1174010200
암사동,1174057000,1174010700
암사동,1174058000,1174010700
암사동,1174059000,1174010700
천호동,1174060000,1174010900
천호동,1174061000,1174010900
천호동,1174062000,1174010900
성내동,1174064000,1174010800
성내동,1174065000,1174010800
성내동,1174066000,1174010800
길동,1174068500,1174010500
둔촌동,1174069000,1174010600
둔촌동,1174070000,1174010600
부산광역시,2600000000,2600000000
중구,2611000000,2611000000
대창동1가,2611051000,2611010200
중앙동1가,2611051000,2611010400
중앙동2가,2611051000,2611010500
중앙동3가,2611051000,2611010600
중앙동4가,2611051000,2611010700
중앙동5가,2611051000,2611010800
중앙동6가,2611051000,2611010900
중앙동7가,2611051000,2611011000
동광동1가,2611052000,2611011100
동광동2가,2611052000,2611011200
동광동3가,2611052000,2611011300
동광동4가,2611052000,2611011400
동광동5가,2611052000,2611011500
대청동1가,2611053000,2611011600
대청동2가,2611053000,2611011700
대청동3가,2611053000,2611011800
대청동4가,2611053000,2611011900
보수동1가,2611054500,2611012000
보수동2가,2611054500,2611012100
보수동3가,2611054500,2611012200
부평동1가,2611056000,2611012300
부평동2가,2611056000,2611012400
부평동3가,2611056000,2611012500
부평동4가,2611056000,2611012600
신창동1가,2611057000,2611012700
신창동2가,2611057000,2611012800
신창동3가,2611057000,2611012900
신창동4가,2611057000,2611013000
창선동1가,2611057000,2611013100
창선동2가,2611057000,2611013200
광복동1가,2611057000,2611013300
광복동2가,2611057000,2611013400
광복동3가,2611057000,2611013500
남포동1가,2611058000,2611013600
남포동2가,2611058000,2611013700
남포동3가,2611058000,2611013800
남포동4가,2611058000,2611013900
남포동5가,2611058000,2611014000
남포동6가,2611058000,2611014100
영주동,2611059000,2611010100
대창동2가,2611059000,2611010300
영주동,2611060000,2611010100
서구,2614000000,2614000000
동대신동1가,2614051000,2614010100
동대신동2가,2614052000,2614010200
동대신동3가,2614053000,2614010300
서대신동1가,2614054000,2614010400
서대신동2가,2614054000,2614010500
서대신동3가,2614056000,2614010600
서대신동3가,2614057000,2614010600
부용동1가,2614059000,2614010700
부용동2가,2614059000,2614010800
부민동1가,2614059000,2614010900
부민동2가,2614059000,2614011000
부민동3가,2614059000,2614011100
아미동1가,2614061500,2614011500
아미동2가,2614061500,2614011600
초장동,2614063000,2614011900
토성동1가,2614064000,2614011200
토성동2가,2614064000,2614011300
토성동3가,2614064000,2614011400
토성동4가,2614064000,2614011700
토성동5가,2614064000,2614011800
충무동1가,2614064000,2614012000
충무동2가,2614064000,2614012100
충무동3가,2614064000,2614012200
남부민동,2614065000,2614012300
남부민동,2614066000,2614012300
암남동,2614068000,2614012400
동구,2617000000,2617000000
초량동,2617051000,2617010100
초량동,2617052000,2617010100
초량동,2617053000,2617010100
초량동,2617055000,2617010100
수정동,2617056000,2617010200
수정동,2617057000,2617010200
수정동,2617059000,2617010200
수정동,2617060000,2617010200
좌천동,2617064500,2617010300
범일동,2617064500,2617010400
범일동,2617065000,2617010400
범일동,2617066000,2617010400
좌천동,2617068000,2617010300
범일동,2617068000,2617010400
영도구,2620000000,2620000000
대교동1가,2620053000,2620010100
대교동2가,2620053000,2620010200
대평동1가,2620053000,2620010300
대평동2가,2620053000,2620010400
남항동1가,2620053000,2620010500
남항동2가,2620053000,2620010600
남항동3가,2620053000,2620010700
영선동1가,2620054000,2620010800
영선동2가,2620054000,2620010900
신선동1가,2620054000,2620011200
영선동3가,2620055000,2620011000
영선동4가,2620055000,2620011100
영선동2가,2620058500,2620010900
신선동1가,2620058500,2620011200
신선동2가,2620058500,2620011300
신선동3가,2620058500,2620011400
봉래동4가,2620058500,2620011800
봉래동1가,2620059000,2620011500
봉래동2가,2620059000,2620011600
봉래동3가,2620059000,2620011700
봉래동4가,2620060500,2620011800
봉래동5가,2620060500,2620011900
청학동,2620063000,2620012000
청학동,2620064000,2620012000
동삼동,2620065000,2620012100
동삼동,2620066000,2620012100
동삼동,2620067000,2620012100
부산진구,2623000000,2623000000
부전동,2623051000,2623010300
범전동,2623051000,2623010500
연지동,2623051000,2623010600
부전동,2623052000,2623010300
연지동,2623054000,2623010600
초읍동,2623054000,2623010700
초읍동,2623055000,2623010700
양정동,2623056000,2623010100
양정동,2623057000,2623010100
전포동,2623060000,2623010200
전포동,2623061000,2623010200
부암동,2623064000,2623010800
부암동,2623066000,2623010800
당감동,2623067000,2623010900
당감동,2623068000,2623010900
부암동,2623070000,2623010800
당감동,2623070000,2623010900
가야동,2623071000,2623011000
가야동,2623072000,2623011000
개금동,2623074000,2623011100
개금동,2623075000,2623011100
개금동,2623076000,2623011100
범천동,2623077000,2623010400
범천동,2623078000,2623010400
동래구,2626000000,2626000000
낙민동,2626051000,2626010400
수안동,2626051000,2626010600
칠산동,2626052000,2626010300
복천동,2626052000,2626010500
명륜동,2626054500,2626010700
온천동,2626055000,2626010800
온천동,2626056000,2626010800
온천동,2626057000,2626010800
사직동,2626058000,2626010900
사직동,2626059000,2626010900
사직동,2626060000,2626010900
안락동,2626074000,2626010200
안락동,2626075000,2626010200
명장동,2626076100,2626010100
명장동,2626076200,2626010100
남구,2629000000,2629000000
대연동,2629051000,2629010600
대연동,2629053000,2629010600
대연동,2629054000,2629010600
대연동,2629055000,2629010600
대연동,2629056000,2629010600
용호동,2629057000,2629010700
용호동,2629058000,2629010700
용호동,2629059000,2629010700
용호동,2629060000,2629010700
용당동,2629061000,2629010800
감만동,2629062000,2629011100
감만동,2629063000,2629011100
우암동,2629064500,2629011000
문현동,2629068000,2629010900
문현동,2629069000,2629010900
문현동,2629070000,2629010900
문현동,2629071000,2629010900
북구,2632000000,2632000000
구포동,2632051000,2632010500
구포동,2632052000,2632010500
구포동,2632052100,2632010500
금곡동,2632053000,2632010100
화명동,2632054100,2632010200
화명동,2632054200,2632010200
화명동,2632054300,2632010200
